Engine_Speed,Fuel_Flow,Intake_Manifold_Pressure,Coolant_Temp,Ambient_Temp,Engine_Performance
662,44.16,2.65,98,27,218.45
1024,15.58,1.11,73,26,94.11
2690,11.73,2.66,99,15,220.15
1471,29.8,1.04,77,20,123.83
1640,36.09,1.13,104,11,160.98
2032,11.17,2.93,83,22,204.53
2396,38.02,1.49,86,17,190.5
2921,28.14,1.45,77,31,176.25
2457,46.24,2.47,84,17,249.23
2789,36.56,2.07,84,19,221.01
2420,33.71,1.96,108,26,199.86
1319,36.32,2.79,82,11,217.77
2934,40.5,2.62,93,38,254.61
1773,12.47,2.82,75,37,193.49
911,24.25,1.79,72,33,140.58
1354,25.11,1.03,87,39,114.5
2043,47.22,2.43,109,21,235.15
1253,25.28,1.75,88,22,150.65
2261,39.06,2.75,70,26,238.21
618,13.87,1.53,100,21,119.39
2551,17.49,2.01,105,17,183.42
2287,37.44,1.53,97,17,175.54
1056,14.39,1.65,78,40,120.97
731,35.58,2.44,75,33,200.52
1301,31.06,1.47,71,17,149.9
2608,34.79,2.39,102,37,226.69
1705,10.71,1.35,103,29,118.12
2843,22.16,2.95,81,40,233.92
1026,14.5,1.1,96,10,103.84
1992,15.71,2.33,104,40,184.1
1158,26.1,1.04,88,16,117.56
2160,46.25,2.28,103,34,231.32
1607,24.27,2.14,77,34,167.31
2048,47.46,2.71,92,21,253.76
1548,19.33,1.35,99,16,128.61
1254,49.86,1.82,83,26,195.64
2224,46.44,2.23,76,39,228.68
2766,23.46,2.25,97,24,217.76
2872,38.61,1.5,101,37,193.44
2428,28.66,1.04,94,12,150.8
2526,45.47,2.28,98,39,240.84
1924,27.66,2.41,75,14,200.4
604,26.47,2.03,86,34,155.01
1169,15.1,2.69,77,22,189.44
2021,41.98,1.15,87,31,167.71
2400,49.14,1.55,101,13,202.87
1519,44.89,1.98,76,31,204.75
2436,40.06,2.71,79,31,255.22
1249,19.25,2.34,102,25,181.9
1942,13.49,1.3,70,34,129.58
2028,17.98,2.78,71,17,216.4
2537,15.41,2.55,99,36,196.81
893,20.89,2.58,92,11,187.85
1528,46.0,2.09,102,25,213.93
2500,29.89,1.72,71,10,183.24
727,27.53,1.94,105,33,161.24
1332,44.39,1.36,106,28,158.36
1568,40.39,2.65,82,34,217.41
2135,18.64,1.51,74,20,141.05
749,32.25,2.27,108,18,180.9
1127,18.17,1.15,104,19,108.72
1348,28.12,2.06,77,30,174.18
1876,13.96,2.54,95,33,195.87
2440,22.53,1.15,89,12,153.88
1907,34.42,1.45,106,17,159.63
876,45.26,2.76,108,34,229.93
2314,44.66,1.73,91,39,197.3
1824,18.7,2.43,80,31,191.36
2271,20.85,2.54,75,35,213.77
760,13.95,1.74,86,11,125.76
1625,16.28,1.33,97,20,137.12
1330,22.59,1.54,104,16,144.55
2879,13.91,2.0,105,12,194.65
2313,16.07,1.2,109,32,144.44
2762,33.02,1.53,98,12,190.98
2099,48.04,2.24,94,11,233.99
823,12.23,1.77,89,13,121.06
1238,39.8,1.41,109,16,164.23
697,34.93,1.34,104,24,144.99
1940,12.34,2.12,104,16,178.06
1735,48.89,1.7,105,17,198.93
1311,22.54,1.72,80,27,156.2
2258,43.81,2.18,95,28,221.92
2506,14.7,2.2,86,14,178.25
1733,18.43,1.68,100,18,156.36
2546,47.65,2.1,104,17,244.19
2328,49.04,2.72,72,25,265.26
2505,44.4,1.24,75,37,181.03
1925,38.07,2.92,70,16,247.03
1011,32.17,2.08,71,14,182.62
2898,19.1,1.22,99,29,150.97
618,39.04,2.91,74,27,219.46
1845,32.73,2.55,104,19,222.53
2357,39.38,1.8,81,34,191.67
2663,43.46,1.18,83,37,179.03
2388,32.6,2.06,105,15,199.69
1325,24.57,2.69,109,30,205.03
2611,19.67,2.45,73,15,215.2
2583,39.49,2.15,88,31,226.44
2420,34.2,2.12,77,30,205.37
856,23.4,2.16,98,21,162.36
1225,27.2,2.67,110,12,206.04
2083,31.04,1.61,106,18,181.87
1071,36.78,2.61,109,19,215.98
1169,33.52,1.79,94,39,159.76
1939,49.85,2.4,102,29,244.67
1377,33.88,2.48,91,10,203.06
655,39.22,2.2,103,35,182.72
834,17.87,2.09,73,10,148.33
2003,36.64,2.64,110,35,229.48
839,31.06,1.33,85,31,140.46
2448,42.13,1.06,109,31,169.93
2496,27.21,1.03,102,15,150.76
1653,34.58,1.61,79,40,167.51
778,32.66,2.11,98,34,163.18
2666,24.14,1.17,72,25,146.44
2738,26.25,1.4,84,18,168.03
920,36.44,1.44,91,21,143.65
2514,40.17,2.76,104,27,248.04
997,49.44,1.33,92,33,164.44
2519,13.13,1.39,79,17,142.32
2398,16.47,1.11,103,21,137.01
1128,14.67,2.48,71,13,167.29
2242,38.4,1.36,102,25,170.13
723,26.72,1.58,109,36,136.0
1404,29.06,2.63,80,34,210.64
2574,11.45,2.59,92,25,209.56
1321,43.28,1.95,100,22,188.71
2161,20.95,1.08,92,14,143.79
2186,33.53,1.37,99,21,177.04
2593,14.1,1.17,106,27,132.81
1770,49.9,1.31,97,34,182.56
1204,12.5,2.23,79,29,159.95
1089,33.58,1.61,70,24,150.28
1381,19.49,1.17,95,35,117.0
1747,46.29,1.78,100,37,199.17
682,11.4,1.42,81,35,99.94
714,21.9,2.08,97,15,167.01
1593,34.69,1.4,98,35,165.09
757,13.12,2.28,88,39,156.47
1787,43.17,1.21,73,11,169.21
716,49.97,2.41,74,34,216.37
2755,17.14,1.04,101,15,133.72
2947,19.99,2.45,84,27,223.29
1479,48.53,1.42,77,33,167.85
2741,46.9,2.39,106,15,259.4
1781,35.44,1.35,95,14,168.89
1870,32.34,1.22,75,33,156.17
2763,44.11,2.25,96,21,241.06
901,46.52,2.07,102,12,204.77
1493,36.27,1.57,93,25,162.29
1769,43.13,2.09,70,27,210.12
2384,21.09,2.14,97,17,192.18
2562,47.92,2.68,99,37,262.21
1425,12.0,2.63,71,13,187.73
1386,15.88,2.13,84,31,153.93
773,21.32,1.29,75,33,117.81
1216,31.94,1.83,77,21,173.9
1304,18.91,2.51,94,35,173.63
858,13.22,1.42,92,16,123.25
2470,13.67,1.52,82,24,154.43
1209,24.96,1.83,70,33,161.74
2663,49.28,2.07,72,30,224.69
1336,23.07,1.38,71,22,124.18
2995,18.05,2.6,88,37,220.76
2398,37.51,1.76,87,29,190.23
1695,48.27,2.17,88,31,222.41
2545,15.19,1.72,84,34,164.9
836,31.71,1.45,77,17,143.09
1561,39.04,2.09,83,19,193.01
967,42.34,2.23,104,39,203.61
2718,22.49,1.57,74,19,179.35
2791,14.77,2.54,72,23,212.28
1289,45.36,2.2,108,26,208.39
1438,41.99,1.54,94,39,173.13
2213,32.09,1.77,94,35,180.25
2011,46.4,1.7,81,33,193.31
663,30.87,1.34,83,12,136.28
2650,27.95,2.92,76,29,236.82
812,27.21,1.11,82,19,121.37
2795,44.12,1.15,73,23,174.93
2143,16.88,2.47,82,11,195.88
1222,32.85,1.92,102,36,177.07
1297,27.89,2.46,79,14,201.52
2770,16.3,2.14,89,18,183.35
1938,18.32,1.5,84,16,149.92
2821,15.44,2.57,98,30,207.16
950,44.44,2.48,84,31,210.41
2728,45.09,1.91,75,30,222.66
755,39.45,1.52,97,23,163.39
2881,20.91,1.77,79,30,169.73
665,16.33,1.8,78,35,127.95
1148,16.66,2.76,74,18,183.6
626,38.1,1.7,81,27,149.44
2364,13.8,2.08,96,26,178.7
2875,29.75,2.58,83,12,236.64
1172,20.39,1.59,75,36,133.41
2925,45.78,2.19,96,25,237.67
1145,41.52,2.04,80,23,192.66
2330,40.28,2.14,104,15,219.51
2662,47.4,1.3,108,34,187.29
623,37.23,1.86,107,35,166.57
2792,23.63,1.04,103,19,157.67
2771,44.06,1.07,84,37,181.77
2260,10.46,1.83,103,28,149.76
2966,44.54,2.06,88,36,222.19
1055,35.51,1.8,99,26,175.26
1100,25.99,2.29,106,32,174.9
2350,30.37,1.46,90,12,166.3
2689,28.76,2.36,81,12,221.78
1297,28.31,2.77,110,26,217.5
637,14.93,1.22,75,13,105.42
977,42.89,1.06,71,30,145.76
798,33.48,1.52,75,36,138.59
939,32.32,1.61,82,19,162.05
1834,12.37,2.18,98,20,165.27
1881,49.21,2.52,72,14,247.07
1266,25.13,1.69,98,40,152.38
2309,49.23,2.61,79,34,259.89
1499,40.19,2.95,107,19,248.74
956,37.32,2.08,71,14,190.85
1342,22.43,2.45,107,28,195.53
1162,10.11,2.27,79,10,161.72
2552,39.04,1.62,101,38,197.3
834,11.21,2.5,74,29,168.63
2839,25.75,2.79,82,35,244.42
1159,49.64,2.72,87,26,229.29
2521,21.07,2.18,102,28,203.07
1484,49.54,2.74,75,17,244.2
706,33.63,2.98,80,31,224.51
933,33.85,2.26,100,35,185.58
2764,29.36,2.35,75,17,216.01
1085,37.88,2.02,101,40,187.61
1928,20.73,2.84,108,12,216.13
1001,22.48,1.32,82,16,115.49
1786,48.43,2.29,103,22,227.14
678,36.35,2.48,71,24,188.1
1459,17.12,2.39,98,17,173.24
1814,43.86,2.73,82,37,234.06
1527,38.59,1.63,102,40,164.19
1541,24.49,1.06,71,15,118.6
832,16.22,2.57,103,23,172.5
2883,18.01,1.42,79,12,167.41
2591,17.58,2.12,86,25,194.05
1484,47.19,2.91,91,11,245.76
1776,29.39,1.56,77,24,167.69
1311,49.15,2.71,96,28,233.83
1712,28.68,1.22,101,27,138.51
2577,33.31,1.18,98,33,171.14
2966,15.76,1.6,110,34,176.11
1464,18.6,2.74,87,24,197.57
2425,46.62,1.2,83,14,185.91
1154,16.71,2.57,92,10,189.17
1854,10.6,1.47,103,35,122.94
613,14.68,2.18,110,11,144.5
2293,24.69,1.39,73,19,159.51
1692,49.18,1.73,101,39,192.77
983,46.08,2.19,105,35,199.53
1197,24.6,2.11,83,15,169.48
1154,30.7,2.77,97,37,216.5
2134,48.14,1.02,97,39,167.91
2700,16.35,2.08,96,29,195.47
1024,15.68,1.8,108,32,129.15
2732,47.79,1.34,89,21,197.0
1498,38.76,1.8,110,39,186.29
906,23.05,1.49,81,21,128.43
2229,42.24,2.78,92,22,244.42
2150,36.1,2.91,101,13,246.04
1023,32.27,2.65,108,29,212.55
1537,14.13,1.55,79,39,130.92
2799,20.69,1.08,89,33,153.05
847,26.64,2.15,101,34,177.43
1453,23.11,1.74,89,35,158.91
1573,38.12,1.27,108,17,165.92
2693,47.59,1.52,87,15,202.43
1283,25.88,2.25,95,22,182.44
1316,10.96,2.85,72,29,182.45
2829,35.86,1.21,96,11,170.59
2226,11.26,1.06,74,30,124.63
924,37.1,1.55,91,20,148.32
1168,40.32,2.61,103,17,218.21
1993,26.2,2.15,104,27,188.35
2610,32.67,2.41,85,12,219.27
2203,33.11,1.93,70,10,193.82
1024,10.63,1.28,82,17,95.98
1270,44.14,1.49,85,19,177.26
2718,12.27,2.28,93,38,197.84
2957,32.26,2.12,81,18,216.52
707,41.42,1.07,104,31,133.39
644,41.09,2.62,106,39,208.9
1575,27.71,2.25,80,18,187.32
1733,35.51,2.81,78,22,222.0
2886,13.7,2.34,97,33,195.51
1412,31.56,2.68,88,38,212.47
2354,32.06,2.3,75,22,211.45
848,35.15,2.45,83,30,198.75
1840,16.65,1.64,75,31,142.94
2904,35.85,2.15,98,22,225.77
908,37.98,1.48,79,34,156.78
2115,31.96,1.85,76,38,176.23
2676,29.35,1.76,92,25,191.93
1984,44.45,2.83,88,21,247.45
1540,20.02,1.35,92,24,131.35
2968,19.32,1.87,70,23,177.56
1801,28.45,1.51,110,37,165.3
1672,36.31,2.24,99,21,202.1
1451,46.03,2.69,79,39,229.43
2174,27.93,1.84,102,24,175.71
921,29.18,2.83,109,15,214.75
1872,36.52,1.51,84,39,169.16
674,36.76,2.55,84,14,210.8
914,16.58,1.95,91,40,135.98
2801,38.0,2.93,82,30,269.16
1298,20.77,2.75,70,38,195.93
1818,11.68,2.29,106,18,184.67
1732,17.52,2.78,72,12,211.45
799,38.13,1.5,94,12,161.5
1004,47.13,2.93,95,22,234.34
2267,19.8,2.54,96,18,211.1
2323,30.76,1.02,100,20,152.91
1722,40.45,2.01,92,15,193.8
2116,17.63,2.45,102,21,193.76
2397,45.07,2.64,101,15,248.41
2146,46.4,2.54,76,37,236.51
1170,16.05,1.81,99,35,144.57
1922,36.26,2.96,88,38,237.86
1922,42.57,1.8,107,18,204.57
1068,30.99,2.68,78,40,205.37
945,43.91,1.94,79,40,180.72
1655,13.61,1.89,96,40,152.81
1180,39.38,2.87,75,30,233.13
1120,25.68,2.77,86,34,203.4
978,31.22,2.21,75,39,170.97
2498,39.52,2.06,85,38,217.01
663,24.25,2.51,110,15,177.11
2144,31.11,1.92,85,22,197.58
2198,24.53,1.13,103,10,146.72
608,29.8,2.31,105,11,174.64
1310,11.49,1.9,100,27,143.79
1116,49.78,1.04,94,12,161.71
2094,28.57,1.71,104,18,184.51
2260,30.0,2.76,87,10,233.54
1383,23.67,2.02,74,25,174.38
1167,24.09,1.99,70,22,155.85
2060,47.03,1.54,101,18,197.96
1131,42.39,2.96,104,37,227.31
2076,15.23,2.88,83,33,214.32
1288,46.3,1.07,110,20,164.02
1706,46.4,1.92,83,16,195.66
1707,48.29,1.25,100,12,168.17
1223,28.11,2.58,83,30,191.96
2800,24.79,1.12,74,34,157.23
2947,49.97,1.45,91,35,206.08
1225,33.81,1.36,84,38,139.28
2472,27.87,2.35,87,25,217.52
856,31.76,2.69,108,25,202.16
1405,48.97,1.86,107,24,203.41
2242,33.6,1.81,98,11,196.32
1061,16.41,1.89,107,11,152.73
1804,31.11,2.36,87,20,212.63
2189,43.05,1.87,73,21,213.42
2783,46.34,1.56,70,29,212.47
2171,10.93,2.5,70,30,178.9
2367,45.86,2.31,75,23,232.74
835,35.35,1.84,94,24,160.33
1875,11.49,1.18,89,37,105.48
1079,12.91,1.56,92,19,128.34
1051,43.77,1.44,109,22,173.54
2738,24.4,2.59,105,31,223.24
2019,14.75,2.74,80,29,192.84
1972,47.74,1.39,101,27,194.5
2904,43.15,1.55,91,21,207.28
2025,36.2,1.72,74,34,190.47
2853,37.34,2.45,101,11,249.43
929,34.57,1.03,70,24,115.71
1499,36.57,2.26,102,19,198.17
2183,43.24,1.18,95,25,164.18
2410,31.95,2.04,70,40,190.62
1034,28.38,2.05,73,39,162.09
1450,48.01,2.08,71,28,203.72
2279,10.35,1.7,104,20,147.98
2559,49.76,1.49,106,35,206.1
2241,41.8,2.21,107,21,226.25
927,34.87,1.56,87,10,164.05
1852,48.92,1.38,97,27,192.57
1736,33.41,1.59,110,15,169.54
2038,33.62,2.93,85,18,239.23
1503,32.11,1.61,84,17,159.61
1625,48.6,2.15,73,23,212.87
1884,12.31,2.72,78,21,194.09
2409,14.84,1.84,102,40,156.06
1645,16.89,1.55,105,16,149.36
1539,16.72,2.76,73,33,200.53
2798,19.9,2.01,76,37,185.95
2741,20.23,1.19,103,21,153.02
1632,15.72,1.22,106,12,115.6
2013,33.43,1.1,87,18,145.27
1001,37.97,1.38,110,19,152.78
2602,17.25,1.48,94,37,160.87
1661,32.23,1.48,97,40,156.09
1888,39.56,2.27,106,17,222.68
1328,38.49,2.39,94,31,202.37
823,41.32,2.91,106,30,238.32
671,30.6,1.73,74,18,155.91
1091,38.93,1.59,87,29,158.64
1456,25.15,2.08,71,39,180.11
1944,45.93,2.99,102,39,260.72
1135,14.17,2.96,77,16,196.94
2401,41.29,2.84,99,22,265.25
655,20.67,2.87,110,31,200.49
890,48.18,2.83,86,35,235.56
2454,27.06,2.28,76,14,210.55
1461,11.18,2.67,107,10,189.49
940,38.44,2.12,82,31,182.37
953,12.29,1.46,84,24,105.63
2261,43.37,1.88,101,30,216.93
2241,25.57,2.93,89,30,226.5
2152,48.43,1.61,106,16,205.67
2139,30.74,1.57,72,23,165.09
2048,47.29,1.03,109,26,172.54
1088,39.62,2.8,94,39,224.24
2807,26.95,1.34,94,39,171.4
1225,30.42,1.88,79,12,159.94
2839,41.97,1.2,75,16,193.55
1510,19.62,2.01,77,12,170.21
1753,35.76,1.55,77,24,167.86
1065,13.75,2.91,93,40,179.57
1739,21.03,2.57,90,35,191.45
2217,43.36,2.92,110,24,266.68
1912,23.4,2.01,101,18,177.84
1176,14.17,1.1,99,24,110.18
1021,17.82,2.65,97,33,185.13
2121,15.79,2.7,106,35,207.98
1506,13.07,1.98,106,23,159.67
1528,43.98,2.91,105,12,256.37
741,12.18,1.35,92,16,115.09
802,36.85,2.07,74,33,180.0
2336,33.2,1.11,97,20,154.23
1522,45.52,2.52,74,19,222.96
715,28.56,3.0,75,39,200.91
1921,27.94,2.48,79,38,209.67
2886,20.48,2.25,83,18,209.33
1831,15.22,1.35,94,10,134.92
2545,37.84,1.64,95,25,186.96
1743,10.89,2.34,98,28,164.45
1274,44.92,1.18,86,22,154.76
2844,22.69,2.11,95,39,204.56
1280,21.2,2.58,94,14,194.92
898,39.77,2.74,87,23,219.22
1956,27.05,1.65,106,29,176.37
657,18.4,2.74,84,21,186.83
995,28.95,1.57,90,19,151.7
1051,37.58,2.05,73,27,176.3
2512,48.01,1.39,85,15,205.03
2878,29.93,1.8,108,19,202.0
1265,42.02,1.77,88,17,177.43
1539,10.31,2.09,108,18,167.38
2830,27.6,1.51,76,33,167.52
1835,38.06,1.09,97,39,156.58
2131,17.95,1.77,85,26,168.28
811,41.45,1.72,106,31,174.8
2122,26.65,2.43,103,40,204.67
2952,27.88,2.6,88,40,235.48
2367,33.71,2.27,98,21,220.79
1968,12.86,2.26,74,18,184.36
1709,21.63,1.17,89,22,122.01
1036,25.4,2.2,91,21,174.75
2012,49.92,1.18,90,10,190.55
1651,36.26,1.78,109,13,192.95
2887,18.05,1.99,109,21,199.45
799,43.63,1.98,83,16,193.96
1155,19.94,1.84,76,16,156.46
1742,36.03,2.38,75,26,218.37
2156,26.76,2.89,88,27,232.21
1703,27.04,2.9,100,17,221.85
2332,13.79,2.55,101,29,191.28
1627,43.96,2.86,73,30,236.07
1993,31.15,1.01,87,11,147.71
2695,11.96,2.42,104,28,194.82
930,22.36,2.44,82,27,176.82
2085,45.78,1.92,81,35,211.79
936,15.67,1.15,77,39,92.92
2765,31.45,1.83,83,36,193.24
664,27.45,1.86,80,17,158.28
1555,28.78,1.33,110,19,147.17
2859,19.59,1.49,87,37,153.38
1608,31.54,1.89,106,30,177.24
2895,42.03,2.13,105,34,224.74
658,13.98,2.9,105,38,184.86
600,23.1,1.98,87,34,138.0
1588,31.42,1.51,84,12,163.76
2924,25.38,2.7,86,15,243.98
1423,32.25,1.17,96,31,130.63
1120,23.41,2.12,100,29,174.26
1287,36.37,2.77,71,40,212.6
709,13.66,1.39,99,35,114.27
2379,39.46,2.94,78,38,254.88
2713,16.7,2.72,80,16,213.63
1429,16.06,1.08,108,27,118.62
2343,44.18,1.2,88,27,173.08
1097,14.97,1.63,96,21,121.75
2914,21.76,1.3,76,18,165.63
2776,20.41,2.45,103,12,226.27
1850,23.75,1.08,107,34,135.82
1325,27.98,1.36,82,11,150.51
2430,48.41,1.43,82,22,187.5
2061,21.0,2.83,88,36,208.68
2010,48.29,2.75,86,22,261.59
2306,48.43,1.55,102,37,208.16
2635,37.02,2.69,78,23,253.91
1435,26.45,1.58,92,25,153.55
733,37.42,1.48,90,13,157.1
2641,15.46,2.62,104,27,212.42
2709,43.74,1.05,86,26,177.17
907,26.76,1.3,75,37,119.78
1392,18.51,2.33,106,29,186.66
1004,41.88,1.36,81,33,150.21
1899,42.37,2.83,85,28,252.35
802,10.11,3.0,95,35,174.52
1227,30.67,1.28,87,11,134.6
1858,12.7,1.29,110,39,114.35
1784,40.84,1.11,92,32,146.5
1937,49.33,1.59,97,10,208.57
2881,47.04,1.12,82,35,175.73
601,46.88,2.32,82,35,199.91
2094,45.35,1.34,99,13,192.0
2601,19.49,1.82,76,31,174.19
690,37.02,1.71,104,15,171.53
933,27.09,2.77,76,38,207.59
2464,41.25,2.71,105,37,240.09
2379,20.23,2.03,96,14,180.43
2460,41.23,2.26,80,32,234.0
722,13.06,1.76,78,20,131.68
2284,48.84,2.75,81,40,256.67
2588,23.72,2.22,90,36,205.17
1569,39.74,2.41,72,37,210.34
2392,42.46,1.31,77,26,175.02
2171,38.88,1.97,106,35,196.66
2225,30.64,2.48,73,25,210.38
715,35.31,2.87,105,12,209.91
1599,37.47,1.5,96,12,169.58
2363,21.26,2.35,89,26,206.1
840,24.73,2.63,82,32,188.93
1614,11.22,1.44,75,12,127.7
1911,33.31,2.48,79,38,205.44
2687,26.77,1.4,109,21,178.85
2234,24.77,2.72,105,40,224.42
826,10.96,2.62,95,16,170.33
2118,32.45,1.23,100,26,157.11
2459,21.66,1.59,97,28,173.64
2803,31.44,2.55,94,36,231.13
1497,46.65,1.61,76,40,171.21
2911,24.8,2.7,109,11,229.97
784,19.89,1.83,75,19,146.14
909,26.61,2.97,104,31,212.45
1114,10.75,1.28,75,25,110.11
2574,26.55,1.09,95,13,149.39
611,11.84,2.26,95,28,152.76
2451,12.44,1.9,72,14,173.26
2228,33.03,1.84,71,32,178.58
2282,10.8,1.63,90,34,136.36
2362,38.13,1.23,74,30,172.78
2710,10.8,1.13,85,31,127.55
606,48.22,2.53,109,24,207.46
1647,24.98,1.89,76,34,169.06
2986,29.63,2.47,110,31,231.19
632,41.04,2.85,97,32,220.08
2787,28.06,2.99,98,15,261.81
2413,12.75,2.67,98,27,206.5
1125,38.87,1.03,94,29,134.21
1922,23.09,2.78,83,37,217.48
1358,43.0,2.62,74,22,217.2
2376,43.76,2.82,85,15,269.29
2266,27.71,2.13,87,30,201.92
1990,44.8,2.03,87,26,216.46
865,28.04,1.43,100,36,131.32
2133,49.08,2.43,101,11,250.61
2130,18.95,1.36,84,34,142.25
1589,24.42,1.11,73,14,134.95
2285,32.59,1.54,79,40,171.84
2342,35.25,1.58,103,16,177.73
1936,24.98,2.95,77,12,225.05
1583,22.38,2.94,106,20,214.25
2451,40.53,2.67,91,10,248.43
2963,46.1,2.79,94,28,272.03
695,48.37,2.72,92,28,219.8
1700,10.63,2.22,77,28,154.99
802,25.17,2.96,96,39,204.37
733,34.77,2.84,91,28,205.5
864,43.49,1.67,80,27,177.04
788,15.45,2.6,80,21,173.63
2054,41.78,1.56,77,12,177.56
1611,43.28,1.64,105,27,180.41
1868,36.93,2.09,83,34,194.59
2933,26.3,1.11,94,24,166.6
1528,44.57,1.17,73,34,162.37
1022,28.76,2.43,85,20,186.89
1304,30.66,2.86,103,13,230.55
2438,29.65,1.57,80,20,176.31
1589,18.94,1.59,76,11,137.77
2032,30.22,2.02,93,27,197.75
1245,46.14,2.31,109,28,223.47
1447,30.0,2.67,97,40,208.72
1683,22.55,1.2,89,14,129.9
2507,16.25,1.66,101,16,160.66
2716,22.15,2.19,104,37,192.96
2829,46.99,1.67,99,34,211.79
1319,29.13,1.39,79,10,150.74
2945,27.94,2.14,82,25,204.88
1378,20.11,1.81,104,16,147.68
984,35.06,1.61,77,16,149.32
2514,31.77,1.88,101,15,206.35
1910,31.41,2.66,93,39,214.09
2068,13.61,1.09,107,25,119.59
683,45.7,1.01,70,27,126.6
837,42.05,1.05,75,27,135.14
2885,21.56,1.41,73,27,166.15
1417,25.25,2.34,72,35,190.38
953,29.99,2.47,101,12,202.92
1701,49.93,1.93,78,30,197.18
2102,27.14,1.53,77,25,152.65
1196,24.52,1.88,89,14,156.25
2844,43.59,2.06,80,13,222.34
1777,17.36,1.37,72,13,131.92
1940,14.77,2.75,83,32,199.23
968,13.07,1.14,75,25,98.68
624,11.01,2.12,103,29,140.2
2570,40.92,1.1,104,10,169.93
2121,19.7,1.36,80,14,145.27
2809,30.68,2.32,71,23,217.45
1292,39.95,1.38,94,27,157.9
2258,21.83,2.74,98,22,211.58
2084,49.24,2.68,101,33,257.18
1719,31.93,2.06,92,34,187.92
690,10.84,1.63,104,18,119.2
1024,47.53,2.6,89,40,216.84
2068,48.82,2.47,98,34,248.22
2131,22.34,1.94,73,16,178.1
2484,47.18,2.02,82,15,216.95
2723,15.88,1.43,109,16,149.75
2879,36.71,2.9,93,15,263.67
2300,33.1,2.38,106,35,221.94
1374,37.77,2.07,97,21,187.22
2548,16.09,2.5,83,12,211.59
750,21.71,2.51,108,38,173.37
2988,33.56,1.58,92,30,187.33
2551,36.93,3.0,97,34,260.18
2711,18.47,2.14,80,16,200.19
1487,29.11,1.31,108,12,138.51
1013,42.36,1.16,87,32,139.32
766,20.35,1.94,82,32,138.45
1109,11.62,1.6,72,31,130.29
1627,41.63,1.43,110,16,167.87
2365,35.83,2.64,70,37,240.81
1868,49.71,1.57,102,17,192.27
2043,14.33,1.19,97,26,116.63
2238,12.99,2.05,70,27,168.92
1849,31.9,2.69,103,26,230.49
2969,29.29,2.22,96,38,213.0
1380,41.75,2.39,86,16,207.19
1726,46.28,2.81,95,18,248.44
781,43.03,1.46,93,20,152.31
2200,14.32,2.58,110,31,191.8
1696,37.12,2.95,83,14,239.0
794,43.33,2.24,96,23,207.69
1934,42.23,1.5,97,24,174.63
2902,45.63,1.31,108,30,205.09
2126,12.68,1.52,101,24,151.31
2235,35.7,2.32,83,39,223.53
2229,35.01,1.07,75,18,151.89
2143,30.29,1.11,90,39,144.24
1205,38.85,1.82,82,30,173.99
901,46.24,1.37,74,15,158.66
2492,44.75,1.19,84,13,186.36
877,26.83,1.34,109,36,131.73
2241,13.36,1.39,83,13,145.83
632,16.55,1.11,72,27,100.42
1799,23.57,1.74,77,25,152.34
885,15.37,2.29,72,39,148.06
2218,24.64,1.02,90,26,137.42
943,25.42,2.21,74,12,162.74
1589,14.48,2.18,77,37,154.11
2276,24.87,1.06,89,11,134.21
644,19.61,1.68,86,36,129.8
2595,15.69,1.08,108,18,136.21
1242,21.51,1.53,84,21,136.63
1432,20.46,1.54,75,14,144.21
2334,24.58,1.92,75,24,174.42
1174,14.87,1.51,106,27,130.21
879,44.3,2.52,79,39,216.51
1055,16.45,1.62,75,30,137.26
901,28.47,1.44,97,27,146.16
866,39.02,1.46,87,30,150.09
901,27.02,1.48,106,14,146.27
737,45.84,3.0,81,21,231.38
2565,24.29,2.93,95,35,229.04
916,33.82,1.41,75,32,144.97
2412,46.08,2.75,105,28,268.63
1219,45.42,2.86,75,18,231.43
1521,48.01,2.2,106,25,223.48
2949,19.5,1.01,105,11,153.69
2284,47.65,1.29,99,14,198.27
810,25.77,1.41,90,10,131.88
1920,42.47,1.49,75,39,178.16
1324,24.13,2.76,95,27,203.42
2510,33.55,1.81,74,40,198.49
2150,46.18,1.34,84,13,181.44
1109,23.03,2.05,80,32,169.62
1181,36.28,1.12,110,25,136.99
2088,15.54,2.64,105,35,191.36
912,24.08,2.36,85,33,174.24
1991,39.64,1.45,72,13,170.81
990,33.64,1.94,93,23,175.11
1957,11.09,2.26,95,22,165.52
1661,11.54,2.93,88,38,193.47
1576,19.35,1.48,106,18,147.92
934,17.51,2.65,99,32,177.84
2677,43.52,2.77,83,16,261.69
1835,20.3,2.33,108,32,195.3
1288,48.01,1.57,109,35,176.51
2296,15.46,1.77,93,19,161.13
1071,36.98,1.92,103,28,186.38
2549,17.14,1.45,75,14,156.24
1546,48.85,2.76,102,20,253.29
732,47.74,1.05,109,20,154.04
1397,32.57,2.68,95,18,211.62
1438,31.38,1.77,80,29,172.88
938,35.57,1.96,95,11,167.61
1296,46.78,2.87,103,32,237.36
1926,10.71,2.54,71,34,177.58
1671,34.84,1.34,80,29,163.1
2297,39.09,1.74,105,40,199.17
2597,25.36,1.39,73,32,154.34
1873,27.52,2.69,89,31,220.84
1840,27.71,2.19,105,11,196.39
1565,31.92,1.71,80,13,177.91
1066,34.98,2.5,97,36,210.73
729,44.22,2.18,102,34,195.83
1421,23.4,2.54,108,21,204.77
2306,40.76,1.27,95,20,170.19
2296,42.51,2.34,105,23,237.5
